,importance,stddev,p_value,n,p99_high,p99_low
expvol_log_at,0.0008917647168740662,8.134038857730883e-05,8.214908439661423e-06,5,0.0010592457011983896,0.0007242837325497428
roll_sd_5y_leverage,0.0008841179218550543,5.873678808268442e-05,2.323966068478338e-06,5,0.0010050577803459866,0.0007631780633641221
roll_min_3y_current_ratio,0.0008831619465982765,0.00010756997462752617,2.589655400862145e-05,5,0.001104650011131403,0.0006616738820651499
expmean_std_debt_pct,0.0008715511888155669,0.00011934550232334177,4.115789694269182e-05,5,0.001117285227629467,0.0006258171500016671
expmean_ocf_per_share,0.0008632841614423237,0.00010902406749131931,2.988657704554805e-05,5,0.0010877662232796996,0.0006388020996049478
bp_ratio,0.0008592627589674162,0.00019003603729733117,0.000269287225490673,5,0.0012505495863397852,0.0004679759315950473
trough_rise_rental_ratio,0.0008564727739250211,6.248122767709047e-05,3.37481329994802e-06,5,0.0009851224852944905,0.0007278230625555517
expvol_leverage,0.0008524284843002272,0.00013254922528608385,6.7949345753958e-05,5,0.0011253491711892582,0.0005795077974111963
roll_min_5y_leverage,0.0008485175908995001,8.715806589907927e-05,1.3172951872828045e-05,5,0.0010279772532381945,0.0006690579285608057
expmean_net_debt_ebitda,0.000848032437485835,0.00015016314264116757,0.00011319918448428216,5,0.0011572204236591928,0.0005388444513124771
expvol_log_emp,0.000844717866725353,4.279088222741406e-05,7.875080544942632e-07,5,0.000932824884664443,0.000756610848786263
expmean_log_at,0.0008389867307678989,0.00015363582074549902,0.0001291095664380333,5,0.0011553250091555873,0.0005226484523802105
roll_max_5y_gross_margin,0.0008376736155280229,0.00012872124632357904,6.485325617455622e-05,5,0.0011027124408249647,0.0005726347902310811
expvol_roic,0.0008362159035995465,0.000182727651350948,0.0002570209221252186,5,0.001212454663295684,0.00045997714390340897
expvol_div_yield,0.0008263030184150644,4.132757188452789e-05,7.484043746819489e-07,5,0.0009113970601330536,0.0007412089766970752
eff_int_rate,0.0008185739226121535,0.00010517389850699773,3.199501023683704e-05,5,0.0010351284332958206,0.0006020194119284864
compr_inc_ratio,0.0008160045411466533,7.950802001809518e-05,1.0680145613803148e-05,5,0.0009797126532815309,0.0006522964290117757
gross_margin,0.0008136269495673698,0.00015748717513082682,0.00016035081513774901,5,0.001137895219865823,0.0004893586792689169
expvol_rental_ratio,0.0008090983619342351,0.0001423469423180488,0.0001103708940297998,5,0.0011021926836109223,0.0005160040402575479
log_emp,0.0007852952730767581,0.0004911191184586832,0.011631000271998461,5,0.0017965163259707694,-0.00022592577981725317
roll_max_5y_current_ratio,0.0007847264151002564,0.00014675413952723772,0.0001401794254086645,5,0.0010868952167446023,0.0004825576134559103
roll_min_5y_ebitda_margin,0.0007828524996275954,0.00025468261946285265,0.0011736253269666091,5,0.0013072475331894927,0.000258457466065698
roll_sd_5y_current_ratio,0.0007695887558761827,8.383789004277152e-05,1.6636684102719437e-05,5,0.0009422121302370323,0.0005969653815153331
expmean_log_return,0.0007693637126123587,6.547014146130878e-05,6.232265666944348e-06,5,0.0009041676387747123,0.0006345597864500051
roll_max_5y_net_debt_ebitda,0.00076540554093949,0.00020143397697104196,0.0005260994417563078,5,0.0011801608836362974,0.00035065019824268267
